,time,time_dt,year,month,day,weekday,hour
3180,2017-05-14 02:00:00,2017-05-14 02:00:00,2017,5,14,6,2
3181,2017-05-14 03:00:00,2017-05-14 03:00:00,2017,5,14,6,3
3182,2017-05-14 04:00:00,2017-05-14 04:00:00,2017,5,14,6,4
3183,2017-05-14 05:00:00,2017-05-14 05:00:00,2017,5,14,6,5
3184,2017-05-14 06:00:00,2017-05-14 06:00:00,2017,5,14,6,6
3185,2017-05-14 07:00:00,2017-05-14 07:00:00,2017,5,14,6,7
3186,2017-05-14 08:00:00,2017-05-14 08:00:00,2017,5,14,6,8
3187,2017-05-14 09:00:00,2017-05-14 09:00:00,2017,5,14,6,9
3188,2017-05-14 10:00:00,2017-05-14 10:00:00,2017,5,14,6,10
3189,2017-05-14 11:00:00,2017-05-14 11:00:00,2017,5,14,6,11
3190,2017-05-14 12:00:00,2017-05-14 12:00:00,2017,5,14,6,12
3191,2017-05-14 13:00:00,2017-05-14 13:00:00,2017,5,14,6,13
3192,2017-05-14 14:00:00,2017-05-14 14:00:00,2017,5,14,6,14
3193,2017-05-14 15:00:00,2017-05-14 15:00:00,2017,5,14,6,15
3194,2017-05-14 16:00:00,2017-05-14 16:00:00,2017,5,14,6,16
3195,2017-05-14 17:00:00,2017-05-14 17:00:00,2017,5,14,6,17
3196,2017-05-14 18:00:00,2017-05-14 18:00:00,2017,5,14,6,18
3197,2017-05-14 19:00:00,2017-05-14 19:00:00,2017,5,14,6,19
3198,2017-05-14 20:00:00,2017-05-14 20:00:00,2017,5,14,6,20
3199,2017-05-14 21:00:00,2017-05-14 21:00:00,2017,5,14,6,21
3200,2017-05-14 22:00:00,2017-05-14 22:00:00,2017,5,14,6,22
3201,2017-05-14 23:00:00,2017-05-14 23:00:00,2017,5,14,6,23
3202,2017-05-15 00:00:00,2017-05-15 00:00:00,2017,5,15,0,0
3203,2017-05-15 01:00:00,2017-05-15 01:00:00,2017,5,15,0,1
3204,2017-05-15 02:00:00,2017-05-15 02:00:00,2017,5,15,0,2
3205,2017-05-15 03:00:00,2017-05-15 03:00:00,2017,5,15,0,3
3206,2017-05-15 04:00:00,2017-05-15 04:00:00,2017,5,15,0,4
3207,2017-05-15 05:00:00,2017-05-15 05:00:00,2017,5,15,0,5
3208,2017-05-15 06:00:00,2017-05-15 06:00:00,2017,5,15,0,6
3209,2017-05-15 07:00:00,2017-05-15 07:00:00,2017,5,15,0,7
3210,2017-05-15 08:00:00,2017-05-15 08:00:00,2017,5,15,0,8
3211,2017-05-15 09:00:00,2017-05-15 09:00:00,2017,5,15,0,9
3212,2017-05-15 10:00:00,2017-05-15 10:00:00,2017,5,15,0,10
3213,2017-05-15 11:00:00,2017-05-15 11:00:00,2017,5,15,0,11
3214,2017-05-15 12:00:00,2017-05-15 12:00:00,2017,5,15,0,12
3215,2017-05-15 13:00:00,2017-05-15 13:00:00,2017,5,15,0,13
3216,2017-05-15 14:00:00,2017-05-15 14:00:00,2017,5,15,0,14
3217,2017-05-15 15:00:00,2017-05-15 15:00:00,2017,5,15,0,15
3218,2017-05-15 16:00:00,2017-05-15 16:00:00,2017,5,15,0,16
3219,2017-05-15 17:00:00,2017-05-15 17:00:00,2017,5,15,0,17
3220,2017-05-15 18:00:00,2017-05-15 18:00:00,2017,5,15,0,18
3221,2017-05-15 19:00:00,2017-05-15 19:00:00,2017,5,15,0,19
3222,2017-05-15 20:00:00,2017-05-15 20:00:00,2017,5,15,0,20
3223,2017-05-15 21:00:00,2017-05-15 21:00:00,2017,5,15,0,21
3224,2017-05-15 22:00:00,2017-05-15 22:00:00,2017,5,15,0,22
3225,2017-05-15 23:00:00,2017-05-15 23:00:00,2017,5,15,0,23
3226,2017-05-16 00:00:00,2017-05-16 00:00:00,2017,5,16,1,0
3227,2017-05-16 01:00:00,2017-05-16 01:00:00,2017,5,16,1,1
3228,2017-05-16 02:00:00,2017-05-16 02:00:00,2017,5,16,1,2
3229,2017-05-16 03:00:00,2017-05-16 03:00:00,2017,5,16,1,3
3230,2017-05-16 04:00:00,2017-05-16 04:00:00,2017,5,16,1,4
3231,2017-05-16 05:00:00,2017-05-16 05:00:00,2017,5,16,1,5
3232,2017-05-16 06:00:00,2017-05-16 06:00:00,2017,5,16,1,6
3233,2017-05-16 07:00:00,2017-05-16 07:00:00,2017,5,16,1,7
3234,2017-05-16 08:00:00,2017-05-16 08:00:00,2017,5,16,1,8
3235,2017-05-16 09:00:00,2017-05-16 09:00:00,2017,5,16,1,9
3236,2017-05-16 10:00:00,2017-05-16 10:00:00,2017,5,16,1,10
3237,2017-05-16 11:00:00,2017-05-16 11:00:00,2017,5,16,1,11
3238,2017-05-16 12:00:00,2017-05-16 12:00:00,2017,5,16,1,12
3239,2017-05-16 13:00:00,2017-05-16 13:00:00,2017,5,16,1,13
3240,2017-05-16 14:00:00,2017-05-16 14:00:00,2017,5,16,1,14
3241,2017-05-16 15:00:00,2017-05-16 15:00:00,2017,5,16,1,15
3242,2017-05-16 16:00:00,2017-05-16 16:00:00,2017,5,16,1,16
3243,2017-05-16 17:00:00,2017-05-16 17:00:00,2017,5,16,1,17
3244,2017-05-16 18:00:00,2017-05-16 18:00:00,2017,5,16,1,18
3245,2017-05-16 19:00:00,2017-05-16 19:00:00,2017,5,16,1,19
3246,2017-05-16 20:00:00,2017-05-16 20:00:00,2017,5,16,1,20
3247,2017-05-16 21:00:00,2017-05-16 21:00:00,2017,5,16,1,21
3248,2017-05-16 22:00:00,2017-05-16 22:00:00,2017,5,16,1,22
3249,2017-05-16 23:00:00,2017-05-16 23:00:00,2017,5,16,1,23
3250,2017-05-17 00:00:00,2017-05-17 00:00:00,2017,5,17,2,0
3251,2017-05-17 01:00:00,2017-05-17 01:00:00,2017,5,17,2,1
3252,2017-05-17 02:00:00,2017-05-17 02:00:00,2017,5,17,2,2
3253,2017-05-17 03:00:00,2017-05-17 03:00:00,2017,5,17,2,3
3254,2017-05-17 04:00:00,2017-05-17 04:00:00,2017,5,17,2,4
3255,2017-05-17 05:00:00,2017-05-17 05:00:00,2017,5,17,2,5
3256,2017-05-17 06:00:00,2017-05-17 06:00:00,2017,5,17,2,6
3257,2017-05-17 07:00:00,2017-05-17 07:00:00,2017,5,17,2,7
3258,2017-05-17 08:00:00,2017-05-17 08:00:00,2017,5,17,2,8
3259,2017-05-17 09:00:00,2017-05-17 09:00:00,2017,5,17,2,9
3260,2017-05-17 10:00:00,2017-05-17 10:00:00,2017,5,17,2,10
3261,2017-05-17 11:00:00,2017-05-17 11:00:00,2017,5,17,2,11
3262,2017-05-17 12:00:00,2017-05-17 12:00:00,2017,5,17,2,12
3263,2017-05-17 13:00:00,2017-05-17 13:00:00,2017,5,17,2,13
3264,2017-05-17 14:00:00,2017-05-17 14:00:00,2017,5,17,2,14
3265,2017-05-17 15:00:00,2017-05-17 15:00:00,2017,5,17,2,15
3266,2017-05-17 16:00:00,2017-05-17 16:00:00,2017,5,17,2,16
3267,2017-05-17 17:00:00,2017-05-17 17:00:00,2017,5,17,2,17
3268,2017-05-17 18:00:00,2017-05-17 18:00:00,2017,5,17,2,18
3269,2017-05-17 19:00:00,2017-05-17 19:00:00,2017,5,17,2,19
3270,2017-05-17 20:00:00,2017-05-17 20:00:00,2017,5,17,2,20
3271,2017-05-17 21:00:00,2017-05-17 21:00:00,2017,5,17,2,21
3272,2017-05-17 22:00:00,2017-05-17 22:00:00,2017,5,17,2,22
3273,2017-05-17 23:00:00,2017-05-17 23:00:00,2017,5,17,2,23
3274,2017-05-18 00:00:00,2017-05-18 00:00:00,2017,5,18,3,0
3275,2017-05-18 01:00:00,2017-05-18 01:00:00,2017,5,18,3,1
3276,2017-05-18 02:00:00,2017-05-18 02:00:00,2017,5,18,3,2
3277,2017-05-18 03:00:00,2017-05-18 03:00:00,2017,5,18,3,3
3278,2017-05-18 04:00:00,2017-05-18 04:00:00,2017,5,18,3,4
3279,2017-05-18 05:00:00,2017-05-18 05:00:00,2017,5,18,3,5
3280,2017-05-18 06:00:00,2017-05-18 06:00:00,2017,5,18,3,6
3281,2017-05-18 07:00:00,2017-05-18 07:00:00,2017,5,18,3,7
3282,2017-05-18 08:00:00,2017-05-18 08:00:00,2017,5,18,3,8
3283,2017-05-18 09:00:00,2017-05-18 09:00:00,2017,5,18,3,9
3284,2017-05-18 10:00:00,2017-05-18 10:00:00,2017,5,18,3,10
3285,2017-05-18 11:00:00,2017-05-18 11:00:00,2017,5,18,3,11
3286,2017-05-18 12:00:00,2017-05-18 12:00:00,2017,5,18,3,12
3287,2017-05-18 13:00:00,2017-05-18 13:00:00,2017,5,18,3,13
3288,2017-05-18 14:00:00,2017-05-18 14:00:00,2017,5,18,3,14
3289,2017-05-18 15:00:00,2017-05-18 15:00:00,2017,5,18,3,15
3290,2017-05-18 16:00:00,2017-05-18 16:00:00,2017,5,18,3,16
3291,2017-05-18 17:00:00,2017-05-18 17:00:00,2017,5,18,3,17
3292,2017-05-18 18:00:00,2017-05-18 18:00:00,2017,5,18,3,18
3293,2017-05-18 19:00:00,2017-05-18 19:00:00,2017,5,18,3,19
3294,2017-05-18 20:00:00,2017-05-18 20:00:00,2017,5,18,3,20
3295,2017-05-18 21:00:00,2017-05-18 21:00:00,2017,5,18,3,21
3296,2017-05-18 22:00:00,2017-05-18 22:00:00,2017,5,18,3,22
3297,2017-05-18 23:00:00,2017-05-18 23:00:00,2017,5,18,3,23
3298,2017-05-19 00:00:00,2017-05-19 00:00:00,2017,5,19,4,0
3299,2017-05-19 01:00:00,2017-05-19 01:00:00,2017,5,19,4,1
3300,2017-05-19 02:00:00,2017-05-19 02:00:00,2017,5,19,4,2
3301,2017-05-19 03:00:00,2017-05-19 03:00:00,2017,5,19,4,3
3302,2017-05-19 04:00:00,2017-05-19 04:00:00,2017,5,19,4,4
3303,2017-05-19 05:00:00,2017-05-19 05:00:00,2017,5,19,4,5
3304,2017-05-19 06:00:00,2017-05-19 06:00:00,2017,5,19,4,6
3305,2017-05-19 07:00:00,2017-05-19 07:00:00,2017,5,19,4,7
3306,2017-05-19 08:00:00,2017-05-19 08:00:00,2017,5,19,4,8
3307,2017-05-19 09:00:00,2017-05-19 09:00:00,2017,5,19,4,9
3308,2017-05-19 10:00:00,2017-05-19 10:00:00,2017,5,19,4,10
3309,2017-05-19 11:00:00,2017-05-19 11:00:00,2017,5,19,4,11
3310,2017-05-19 12:00:00,2017-05-19 12:00:00,2017,5,19,4,12
3311,2017-05-19 13:00:00,2017-05-19 13:00:00,2017,5,19,4,13
3312,2017-05-19 14:00:00,2017-05-19 14:00:00,2017,5,19,4,14
3313,2017-05-19 15:00:00,2017-05-19 15:00:00,2017,5,19,4,15
3314,2017-05-19 16:00:00,2017-05-19 16:00:00,2017,5,19,4,16
3315,2017-05-19 17:00:00,2017-05-19 17:00:00,2017,5,19,4,17
3316,2017-05-19 18:00:00,2017-05-19 18:00:00,2017,5,19,4,18
3317,2017-05-19 19:00:00,2017-05-19 19:00:00,2017,5,19,4,19
3318,2017-05-19 20:00:00,2017-05-19 20:00:00,2017,5,19,4,20
3319,2017-05-19 21:00:00,2017-05-19 21:00:00,2017,5,19,4,21
3320,2017-05-19 22:00:00,2017-05-19 22:00:00,2017,5,19,4,22
3321,2017-05-19 23:00:00,2017-05-19 23:00:00,2017,5,19,4,23
3322,2017-05-20 00:00:00,2017-05-20 00:00:00,2017,5,20,5,0
3323,2017-05-20 01:00:00,2017-05-20 01:00:00,2017,5,20,5,1
3324,2017-05-20 02:00:00,2017-05-20 02:00:00,2017,5,20,5,2
3325,2017-05-20 03:00:00,2017-05-20 03:00:00,2017,5,20,5,3
3326,2017-05-20 04:00:00,2017-05-20 04:00:00,2017,5,20,5,4
3327,2017-05-20 05:00:00,2017-05-20 05:00:00,2017,5,20,5,5
3328,2017-05-20 06:00:00,2017-05-20 06:00:00,2017,5,20,5,6
3329,2017-05-20 07:00:00,2017-05-20 07:00:00,2017,5,20,5,7
3330,2017-05-20 08:00:00,2017-05-20 08:00:00,2017,5,20,5,8
3331,2017-05-20 09:00:00,2017-05-20 09:00:00,2017,5,20,5,9
3332,2017-05-20 10:00:00,2017-05-20 10:00:00,2017,5,20,5,10
3333,2017-05-20 11:00:00,2017-05-20 11:00:00,2017,5,20,5,11
3334,2017-05-20 12:00:00,2017-05-20 12:00:00,2017,5,20,5,12
3335,2017-05-20 13:00:00,2017-05-20 13:00:00,2017,5,20,5,13
3336,2017-05-20 14:00:00,2017-05-20 14:00:00,2017,5,20,5,14
3337,2017-05-20 15:00:00,2017-05-20 15:00:00,2017,5,20,5,15
3338,2017-05-20 16:00:00,2017-05-20 16:00:00,2017,5,20,5,16
3339,2017-05-20 17:00:00,2017-05-20 17:00:00,2017,5,20,5,17
3340,2017-05-20 18:00:00,2017-05-20 18:00:00,2017,5,20,5,18
3341,2017-05-20 19:00:00,2017-05-20 19:00:00,2017,5,20,5,19
3342,2017-05-20 20:00:00,2017-05-20 20:00:00,2017,5,20,5,20
3343,2017-05-20 21:00:00,2017-05-20 21:00:00,2017,5,20,5,21
3344,2017-05-20 22:00:00,2017-05-20 22:00:00,2017,5,20,5,22
3345,2017-05-20 23:00:00,2017-05-20 23:00:00,2017,5,20,5,23
3346,2017-05-21 00:00:00,2017-05-21 00:00:00,2017,5,21,6,0
3347,2017-05-21 01:00:00,2017-05-21 01:00:00,2017,5,21,6,1
3348,2017-05-21 02:00:00,2017-05-21 02:00:00,2017,5,21,6,2
3349,2017-05-21 03:00:00,2017-05-21 03:00:00,2017,5,21,6,3
3350,2017-05-21 04:00:00,2017-05-21 04:00:00,2017,5,21,6,4
3351,2017-05-21 05:00:00,2017-05-21 05:00:00,2017,5,21,6,5
3352,2017-05-21 06:00:00,2017-05-21 06:00:00,2017,5,21,6,6
3353,2017-05-21 07:00:00,2017-05-21 07:00:00,2017,5,21,6,7
3354,2017-05-21 08:00:00,2017-05-21 08:00:00,2017,5,21,6,8
3355,2017-05-21 09:00:00,2017-05-21 09:00:00,2017,5,21,6,9
3356,2017-05-21 10:00:00,2017-05-21 10:00:00,2017,5,21,6,10
3357,2017-05-21 11:00:00,2017-05-21 11:00:00,2017,5,21,6,11
3358,2017-05-21 12:00:00,2017-05-21 12:00:00,2017,5,21,6,12
3359,2017-05-21 13:00:00,2017-05-21 13:00:00,2017,5,21,6,13
3360,2017-05-21 14:00:00,2017-05-21 14:00:00,2017,5,21,6,14
3361,2017-05-21 15:00:00,2017-05-21 15:00:00,2017,5,21,6,15
3362,2017-05-21 16:00:00,2017-05-21 16:00:00,2017,5,21,6,16
3363,2017-05-21 17:00:00,2017-05-21 17:00:00,2017,5,21,6,17
3364,2017-05-21 18:00:00,2017-05-21 18:00:00,2017,5,21,6,18
3365,2017-05-21 19:00:00,2017-05-21 19:00:00,2017,5,21,6,19
3366,2017-05-21 20:00:00,2017-05-21 20:00:00,2017,5,21,6,20
3367,2017-05-21 21:00:00,2017-05-21 21:00:00,2017,5,21,6,21
3368,2017-05-21 22:00:00,2017-05-21 22:00:00,2017,5,21,6,22
3369,2017-05-21 23:00:00,2017-05-21 23:00:00,2017,5,21,6,23
3370,2017-05-22 00:00:00,2017-05-22 00:00:00,2017,5,22,0,0
3371,2017-05-22 01:00:00,2017-05-22 01:00:00,2017,5,22,0,1
3372,2017-05-22 02:00:00,2017-05-22 02:00:00,2017,5,22,0,2
3373,2017-05-22 03:00:00,2017-05-22 03:00:00,2017,5,22,0,3
3374,2017-05-22 04:00:00,2017-05-22 04:00:00,2017,5,22,0,4
3375,2017-05-22 05:00:00,2017-05-22 05:00:00,2017,5,22,0,5
3376,2017-05-22 06:00:00,2017-05-22 06:00:00,2017,5,22,0,6
3377,2017-05-22 07:00:00,2017-05-22 07:00:00,2017,5,22,0,7
3378,2017-05-22 08:00:00,2017-05-22 08:00:00,2017,5,22,0,8
3379,2017-05-22 09:00:00,2017-05-22 09:00:00,2017,5,22,0,9
3380,2017-05-22 10:00:00,2017-05-22 10:00:00,2017,5,22,0,10
3381,2017-05-22 11:00:00,2017-05-22 11:00:00,2017,5,22,0,11
3382,2017-05-22 12:00:00,2017-05-22 12:00:00,2017,5,22,0,12
3383,2017-05-22 13:00:00,2017-05-22 13:00:00,2017,5,22,0,13
3384,2017-05-22 14:00:00,2017-05-22 14:00:00,2017,5,22,0,14
3385,2017-05-22 15:00:00,2017-05-22 15:00:00,2017,5,22,0,15
3386,2017-05-22 16:00:00,2017-05-22 16:00:00,2017,5,22,0,16
3387,2017-05-22 17:00:00,2017-05-22 17:00:00,2017,5,22,0,17
3388,2017-05-22 18:00:00,2017-05-22 18:00:00,2017,5,22,0,18
3389,2017-05-22 19:00:00,2017-05-22 19:00:00,2017,5,22,0,19
3390,2017-05-22 20:00:00,2017-05-22 20:00:00,2017,5,22,0,20
3391,2017-05-22 21:00:00,2017-05-22 21:00:00,2017,5,22,0,21
3392,2017-05-22 22:00:00,2017-05-22 22:00:00,2017,5,22,0,22
3393,2017-05-22 23:00:00,2017-05-22 23:00:00,2017,5,22,0,23
3394,2017-05-23 00:00:00,2017-05-23 00:00:00,2017,5,23,1,0
3395,2017-05-23 01:00:00,2017-05-23 01:00:00,2017,5,23,1,1
3396,2017-05-23 02:00:00,2017-05-23 02:00:00,2017,5,23,1,2
3397,2017-05-23 03:00:00,2017-05-23 03:00:00,2017,5,23,1,3
3398,2017-05-23 04:00:00,2017-05-23 04:00:00,2017,5,23,1,4
3399,2017-05-23 05:00:00,2017-05-23 05:00:00,2017,5,23,1,5
3400,2017-05-23 06:00:00,2017-05-23 06:00:00,2017,5,23,1,6
3401,2017-05-23 07:00:00,2017-05-23 07:00:00,2017,5,23,1,7
3402,2017-05-23 08:00:00,2017-05-23 08:00:00,2017,5,23,1,8
3403,2017-05-23 09:00:00,2017-05-23 09:00:00,2017,5,23,1,9
3404,2017-05-23 10:00:00,2017-05-23 10:00:00,2017,5,23,1,10
3405,2017-05-23 11:00:00,2017-05-23 11:00:00,2017,5,23,1,11
3406,2017-05-23 12:00:00,2017-05-23 12:00:00,2017,5,23,1,12
3407,2017-05-23 13:00:00,2017-05-23 13:00:00,2017,5,23,1,13
3408,2017-05-23 14:00:00,2017-05-23 14:00:00,2017,5,23,1,14
3409,2017-05-23 15:00:00,2017-05-23 15:00:00,2017,5,23,1,15
3410,2017-05-23 16:00:00,2017-05-23 16:00:00,2017,5,23,1,16
3411,2017-05-23 17:00:00,2017-05-23 17:00:00,2017,5,23,1,17
3412,2017-05-23 18:00:00,2017-05-23 18:00:00,2017,5,23,1,18
3413,2017-05-23 19:00:00,2017-05-23 19:00:00,2017,5,23,1,19
3414,2017-05-23 20:00:00,2017-05-23 20:00:00,2017,5,23,1,20
3415,2017-05-23 21:00:00,2017-05-23 21:00:00,2017,5,23,1,21
3416,2017-05-23 22:00:00,2017-05-23 22:00:00,2017,5,23,1,22
3417,2017-05-23 23:00:00,2017-05-23 23:00:00,2017,5,23,1,23
3418,2017-05-24 00:00:00,2017-05-24 00:00:00,2017,5,24,2,0
3419,2017-05-24 01:00:00,2017-05-24 01:00:00,2017,5,24,2,1
3420,2017-05-24 02:00:00,2017-05-24 02:00:00,2017,5,24,2,2
3421,2017-05-24 03:00:00,2017-05-24 03:00:00,2017,5,24,2,3
3422,2017-05-24 04:00:00,2017-05-24 04:00:00,2017,5,24,2,4
3423,2017-05-24 05:00:00,2017-05-24 05:00:00,2017,5,24,2,5
3424,2017-05-24 06:00:00,2017-05-24 06:00:00,2017,5,24,2,6
3425,2017-05-24 07:00:00,2017-05-24 07:00:00,2017,5,24,2,7
3426,2017-05-24 08:00:00,2017-05-24 08:00:00,2017,5,24,2,8
3427,2017-05-24 09:00:00,2017-05-24 09:00:00,2017,5,24,2,9
3428,2017-05-24 10:00:00,2017-05-24 10:00:00,2017,5,24,2,10
3429,2017-05-24 11:00:00,2017-05-24 11:00:00,2017,5,24,2,11
3430,2017-05-24 12:00:00,2017-05-24 12:00:00,2017,5,24,2,12
3431,2017-05-24 13:00:00,2017-05-24 13:00:00,2017,5,24,2,13
3432,2017-05-24 14:00:00,2017-05-24 14:00:00,2017,5,24,2,14
3433,2017-05-24 15:00:00,2017-05-24 15:00:00,2017,5,24,2,15
3434,2017-05-24 16:00:00,2017-05-24 16:00:00,2017,5,24,2,16
3435,2017-05-24 17:00:00,2017-05-24 17:00:00,2017,5,24,2,17
3436,2017-05-24 18:00:00,2017-05-24 18:00:00,2017,5,24,2,18
3437,2017-05-24 19:00:00,2017-05-24 19:00:00,2017,5,24,2,19
3438,2017-05-24 20:00:00,2017-05-24 20:00:00,2017,5,24,2,20
3439,2017-05-24 21:00:00,2017-05-24 21:00:00,2017,5,24,2,21
3440,2017-05-24 22:00:00,2017-05-24 22:00:00,2017,5,24,2,22
3441,2017-05-24 23:00:00,2017-05-24 23:00:00,2017,5,24,2,23
3442,2017-05-25 00:00:00,2017-05-25 00:00:00,2017,5,25,3,0
3443,2017-05-25 01:00:00,2017-05-25 01:00:00,2017,5,25,3,1
3444,2017-05-25 02:00:00,2017-05-25 02:00:00,2017,5,25,3,2
3445,2017-05-25 03:00:00,2017-05-25 03:00:00,2017,5,25,3,3
3446,2017-05-25 04:00:00,2017-05-25 04:00:00,2017,5,25,3,4
3447,2017-05-25 05:00:00,2017-05-25 05:00:00,2017,5,25,3,5
3448,2017-05-25 06:00:00,2017-05-25 06:00:00,2017,5,25,3,6
3449,2017-05-25 07:00:00,2017-05-25 07:00:00,2017,5,25,3,7
3450,2017-05-25 08:00:00,2017-05-25 08:00:00,2017,5,25,3,8
3451,2017-05-25 09:00:00,2017-05-25 09:00:00,2017,5,25,3,9
3452,2017-05-25 10:00:00,2017-05-25 10:00:00,2017,5,25,3,10
3453,2017-05-25 11:00:00,2017-05-25 11:00:00,2017,5,25,3,11
3454,2017-05-25 12:00:00,2017-05-25 12:00:00,2017,5,25,3,12
3455,2017-05-25 13:00:00,2017-05-25 13:00:00,2017,5,25,3,13
3456,2017-05-25 14:00:00,2017-05-25 14:00:00,2017,5,25,3,14
3457,2017-05-25 15:00:00,2017-05-25 15:00:00,2017,5,25,3,15
3458,2017-05-25 16:00:00,2017-05-25 16:00:00,2017,5,25,3,16
3459,2017-05-25 17:00:00,2017-05-25 17:00:00,2017,5,25,3,17
3460,2017-05-25 18:00:00,2017-05-25 18:00:00,2017,5,25,3,18
3461,2017-05-25 19:00:00,2017-05-25 19:00:00,2017,5,25,3,19
3462,2017-05-25 20:00:00,2017-05-25 20:00:00,2017,5,25,3,20
3463,2017-05-25 21:00:00,2017-05-25 21:00:00,2017,5,25,3,21
3464,2017-05-25 22:00:00,2017-05-25 22:00:00,2017,5,25,3,22
3465,2017-05-25 23:00:00,2017-05-25 23:00:00,2017,5,25,3,23
3466,2017-05-26 00:00:00,2017-05-26 00:00:00,2017,5,26,4,0
3467,2017-05-26 01:00:00,2017-05-26 01:00:00,2017,5,26,4,1
3468,2017-05-26 02:00:00,2017-05-26 02:00:00,2017,5,26,4,2
3469,2017-05-26 03:00:00,2017-05-26 03:00:00,2017,5,26,4,3
3470,2017-05-26 04:00:00,2017-05-26 04:00:00,2017,5,26,4,4
3471,2017-05-26 05:00:00,2017-05-26 05:00:00,2017,5,26,4,5
3472,2017-05-26 06:00:00,2017-05-26 06:00:00,2017,5,26,4,6
3473,2017-05-26 07:00:00,2017-05-26 07:00:00,2017,5,26,4,7
3474,2017-05-26 08:00:00,2017-05-26 08:00:00,2017,5,26,4,8
3475,2017-05-26 09:00:00,2017-05-26 09:00:00,2017,5,26,4,9
3476,2017-05-26 10:00:00,2017-05-26 10:00:00,2017,5,26,4,10
3477,2017-05-26 11:00:00,2017-05-26 11:00:00,2017,5,26,4,11
3478,2017-05-26 12:00:00,2017-05-26 12:00:00,2017,5,26,4,12
3479,2017-05-26 13:00:00,2017-05-26 13:00:00,2017,5,26,4,13
3480,2017-05-26 14:00:00,2017-05-26 14:00:00,2017,5,26,4,14
3481,2017-05-26 15:00:00,2017-05-26 15:00:00,2017,5,26,4,15
3482,2017-05-26 16:00:00,2017-05-26 16:00:00,2017,5,26,4,16
3483,2017-05-26 17:00:00,2017-05-26 17:00:00,2017,5,26,4,17
3484,2017-05-26 18:00:00,2017-05-26 18:00:00,2017,5,26,4,18
3485,2017-05-26 19:00:00,2017-05-26 19:00:00,2017,5,26,4,19
3486,2017-05-26 20:00:00,2017-05-26 20:00:00,2017,5,26,4,20
3487,2017-05-26 21:00:00,2017-05-26 21:00:00,2017,5,26,4,21
3488,2017-05-26 22:00:00,2017-05-26 22:00:00,2017,5,26,4,22
3489,2017-05-26 23:00:00,2017-05-26 23:00:00,2017,5,26,4,23
3490,2017-05-27 00:00:00,2017-05-27 00:00:00,2017,5,27,5,0
3491,2017-05-27 01:00:00,2017-05-27 01:00:00,2017,5,27,5,1
3492,2017-05-27 02:00:00,2017-05-27 02:00:00,2017,5,27,5,2
3493,2017-05-27 03:00:00,2017-05-27 03:00:00,2017,5,27,5,3
3494,2017-05-27 04:00:00,2017-05-27 04:00:00,2017,5,27,5,4
3495,2017-05-27 05:00:00,2017-05-27 05:00:00,2017,5,27,5,5
3496,2017-05-27 06:00:00,2017-05-27 06:00:00,2017,5,27,5,6
3497,2017-05-27 07:00:00,2017-05-27 07:00:00,2017,5,27,5,7
3498,2017-05-27 08:00:00,2017-05-27 08:00:00,2017,5,27,5,8
3499,2017-05-27 09:00:00,2017-05-27 09:00:00,2017,5,27,5,9
3500,2017-05-27 10:00:00,2017-05-27 10:00:00,2017,5,27,5,10
3501,2017-05-27 11:00:00,2017-05-27 11:00:00,2017,5,27,5,11
3502,2017-05-27 12:00:00,2017-05-27 12:00:00,2017,5,27,5,12
3503,2017-05-27 13:00:00,2017-05-27 13:00:00,2017,5,27,5,13
3504,2017-05-27 14:00:00,2017-05-27 14:00:00,2017,5,27,5,14
3505,2017-05-27 15:00:00,2017-05-27 15:00:00,2017,5,27,5,15
3506,2017-05-27 16:00:00,2017-05-27 16:00:00,2017,5,27,5,16
3507,2017-05-27 17:00:00,2017-05-27 17:00:00,2017,5,27,5,17
3508,2017-05-27 18:00:00,2017-05-27 18:00:00,2017,5,27,5,18
3509,2017-05-27 19:00:00,2017-05-27 19:00:00,2017,5,27,5,19
3510,2017-05-27 20:00:00,2017-05-27 20:00:00,2017,5,27,5,20
3511,2017-05-27 21:00:00,2017-05-27 21:00:00,2017,5,27,5,21
3512,2017-05-27 22:00:00,2017-05-27 22:00:00,2017,5,27,5,22
3513,2017-05-27 23:00:00,2017-05-27 23:00:00,2017,5,27,5,23
3514,2017-05-28 00:00:00,2017-05-28 00:00:00,2017,5,28,6,0
3515,2017-05-28 01:00:00,2017-05-28 01:00:00,2017,5,28,6,1
3516,2017-05-28 02:00:00,2017-05-28 02:00:00,2017,5,28,6,2
3517,2017-05-28 03:00:00,2017-05-28 03:00:00,2017,5,28,6,3
3518,2017-05-28 04:00:00,2017-05-28 04:00:00,2017,5,28,6,4
3519,2017-05-28 05:00:00,2017-05-28 05:00:00,2017,5,28,6,5
3520,2017-05-28 06:00:00,2017-05-28 06:00:00,2017,5,28,6,6
3521,2017-05-28 07:00:00,2017-05-28 07:00:00,2017,5,28,6,7
3522,2017-05-28 08:00:00,2017-05-28 08:00:00,2017,5,28,6,8
3523,2017-05-28 09:00:00,2017-05-28 09:00:00,2017,5,28,6,9
3524,2017-05-28 10:00:00,2017-05-28 10:00:00,2017,5,28,6,10
3525,2017-05-28 11:00:00,2017-05-28 11:00:00,2017,5,28,6,11
3526,2017-05-28 12:00:00,2017-05-28 12:00:00,2017,5,28,6,12
3527,2017-05-28 13:00:00,2017-05-28 13:00:00,2017,5,28,6,13
3528,2017-05-28 14:00:00,2017-05-28 14:00:00,2017,5,28,6,14
